ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9416 6 9934 8 10453 9 10971 11 11489 12 12008 12 12527 13 13046 14 13565 15 14084 15 14603 15 15122 16 15641 17 16160 17 16679 18 17199 17 17720 15 18241 14 18761 13 19280 13 19800 12 20319 12 20839 11 21358 11 21877 11 22396 11 22915 11 23435 9 23956 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83 12 604 9 1124 7 1644 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63928 7 64445 11 64963 14 65481 15 66000 17 66519 17 67037 19 67555 20 68074 21 68592 22 69111 22 69629 23 70148 23 70667 23 71186 23 71705 23 72224 23 72743 23 73263 22 73782 22 74302 21 74821 21 75340 21 75860 19 76379 18 76899 17 77418 16 77937 15 78456 15 78975 13 79495 12 80015 11 80536 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21948 6 22464 11 22981 14 23499 16 24018 16 24520 5 24537 17 25038 10 25056 19 25556 11 25575 19 26075 12 26093 21 26593 15 26612 22 27111 16 27131 22 27630 16 27650 22 28150 16 28169 22 28669 17 28688 23 29187 44 29706 44 30226 43 30746 42 31265 42 31784 20 31806 20 32303 20 32325 20 32822 20 32844 20 33342 18 33363 20 33862 17 33886 14 34381 16 34406 12 34901 16 34925 11 35420 17 35444 10 35940 16 36459 16 36980 14 37499 13 38021 9 38543 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93032 1 93546 8 94064 11 94581 14 95100 15 95619 16 96138 17 96657 18 97176 19 97695 18 98214 19 98733 20 99252 21 99772 20 100291 21 100811 20 101330 20 101849 21 102368 21 102888 20 103408 19 103927 18 104446 17 104967 15 105488 12 106010 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50482 4 50998 9 51515 12 52033 14 52550 16 53069 16 53587 18 54105 19 54623 19 55141 20 55660 20 56179 20 56697 20 57215 21 57734 20 58253 20 58772 19 59291 18 59810 17 60329 16 60848 15 61367 15 61886 15 62405 15 62924 14 63443 14 63963 13 64483 11 65002 10 65521 9 66042 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128 22 648 22 1167 21 1686 21 2206 21 2725 22 3245 21 3764 21 4283 21 4804 18 5323 17 5844 14 6364 13 6884 11 7404 9 7925 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126771 2 127288 8 127806 10 128325 11 128844 11 129364 11 129883 10 130400 12 130919 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113284 15 113801 20 114319 23 114838 25 115356 28 115874 31 116393 31 116912 30 117431 31 117950 31 118469 31 118988 31 119507 31 120026 28 120546 26 121066 24 121588 19 122115 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81667 5 82183 10 82701 13 83220 13 83739 14 84257 15 84775 17 85294 17 85813 17 86332 18 86851 18 87370 17 87889 18 88408 19 88928 18 89448 17 89967 17 90470 9 90486 15 90987 33 91503 35 92021 36 92538 37 93056 36 93576 29 93608 1 94094 30 94612 31 95131 31 95650 31 96169 31 96688 31 97207 30 97728 27 98247 27 98766 28 99287 25 99807 23 100327 21 100846 20 101367 17 101888 13 102411 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,166 15 685 16 1205 14 1724 14 2244 15 2763 17 3282 17 3801 19 4320 19 4841 19 5360 19 5880 18 6400 17 6919 17 7438 17 7958 16 8478 15 8997 15 9517 14 10037 13 10557 12 11077 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,58309 10 58827 14 59345 16 59863 18 60381 20 60899 21 61418 21 61937 23 62455 24 62973 24 63493 23 64012 23 64531 22 65050 21 65569 20 66089 18 66608 14 67129 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89996 8 90513 12 91031 15 91549 16 92068 17 92586 18 93105 20 93624 21 94143 22 94662 23 95180 24 95700 24 96219 24 96738 25 97258 25 97778 23 98297 24 98817 23 99337 22 99856 22 100376 20 100896 20 101415 20 101934 18 102454 17 102973 18 103493 16 104014 12 104535 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34992 7 35509 11 36028 13 36546 15 37065 16 37583 18 38101 19 38620 20 39139 20 39658 20 40177 20 40696 21 41214 23 41732 24 42251 23 42770 23 43288 24 43807 24 44327 22 44845 23 45364 22 45884 18 46404 16 46924 12 47445 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63538 4 64054 9 64572 11 65091 12 65609 13 66128 14 66647 15 67165 16 67684 15 68203 16 68722 17 69241 17 69760 17 70278 19 70797 19 71316 18 71835 18 72354 18 72873 18 73393 17 73912 17 74431 18 74950 17 75469 16 75988 16 76507 16 77026 16 77545 15 78064 15 78583 16 79102 14 79621 14 80142 12 80661 12 81180 11 81700 9 82219 8 82739 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,227 28 746 27 1265 27 1784 27 2303 28 2821 30 3340 30 3860 29 4379 28 4898 29 5418 28 5937 28 6457 27 6976 27 7495 25 8015 24 8534 24 9054 23 9573 23 10092 21 10612 21 11131 20 11651 18 12170 17 12689 17 13210 11 13730 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114954 4 115471 9 115988 11 116506 13 117024 15 117542 16 118061 16 118579 17 119096 19 119613 21 120131 22 120649 23 121166 25 121684 26 122202 27 122721 28 123239 31 123758 34 124277 37 124796 39 125315 41 125833 43 126352 45 126872 45 127390 49 127910 48 128430 47 128951 45 129471 44 129993 5 130001 33 130522 31 131043 28
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29306 10 29824 13 30343 15 30861 18 31379 21 31898 21 32418 21 32938 21 33457 22 33977 21 34496 22 35015 22 35534 22 36054 21 36573 21 37092 22 37611 23 38132 19 38651 19 39171 17 39691 15 40210 15 40731 11 41250 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84329 5 84844 12 85363 14 85882 16 86400 19 86918 23 87437 24 87956 24 88475 25 88994 25 89513 25 90032 25 90551 26 91070 27 91591 23 92110 23 92630 23 93150 21 93670 20 94190 17 94709 17 95230 15 95753 6 95760 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,54242 9 54758 14 55275 17 55793 21 56311 24 56829 26 57347 28 57866 29 58385 30 58904 31 59423 31 59942 31 60461 31 60981 30 61501 29 62020 29 62540 28 63060 27 63580 25 64101 22 64621 20 65143 15 65665 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24687 8 25204 13 25720 17 26237 20 26755 22 27273 24 27792 25 28310 26 28828 27 29347 28 29866 27 30383 29 30902 29 31421 29 31940 28 32459 28 32978 28 33497 28 34016 27 34535 26 35055 25 35574 24 36094 22 36613 21 37133 20 37653 18 38176 12 38695 10 39215 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79698 6 80215 12 80733 15 81251 17 81770 18 82289 20 82807 22 83327 21 83846 23 84365 24 84884 26 85404 25 85923 25 86442 26 86962 26 87481 25 88001 24 88520 25 89040 22 89561 18 90083 13 90605 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114488 7 115005 12 115523 15 116041 17 116559 20 117078 20 117596 22 118115 23 118634 24 119152 26 119670 29 120189 31 120709 29 121229 27 121748 29 122268 27 122788 25 123307 25 123827 25 124348 22 124870 18 125393 13 125915 9 126439 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129028 2 129543 10 130060 13 130579 15 131098 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,852 4 1368 10 1883 17 2402 19 2919 23 3436 25 3955 27 4474 27 4993 27 5510 29 6029 30 6548 30 7068 28 7588 26 8108 25 8629 22 9152 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70922 5 71440 13 71956 17 72474 18 72991 22 73510 22 74028 23 74547 23 75066 25 75584 26 76102 28 76619 30 77138 30 77656 30 78174 31 78693 31 79211 32 79730 31 80248 32 80767 32 81286 31 81804 32 82324 30 82843 29 83362 27 83881 27 84400 26 84920 22 85440 19 85959 19 86480 16 87001 12 87523 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,11749 8 12265 12 12782 16 13300 18 13818 20 14337 22 14855 24 15373 25 15892 26 16411 27 16930 27 17449 27 17968 27 18487 27 19006 26 19525 25 20044 25 20563 25 21083 24 21603 23 22122 21 22643 19 23163 18 23684 14 24204 11 24723 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,100509 2 100513 1 101023 14 101541 17 102060 17 102579 18 103098 19 103617 19 104136 19 104655 20 105173 21 105691 22 106210 22 106729 23 107248 22 107767 21 108286 21 108805 21 109324 21 109843 21 110362 20 110881 20 111400 19 111919 18 112439 16 112959 15 113478 15 113999 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41343 13 41860 19 42377 26 42896 27 43415 27 43934 27 44453 28 44971 29 45489 30 46008 30 46526 31 47045 30 47564 31 48083 31 48603 29 49122 28 49641 27 50161 23 50681 19 51202 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125446 3 125962 8 126480 10 126998 11 127517 12 128035 14 128554 14 129072 15 129591 15 130109 16 130627 17 131147 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10762 6 11278 11 11796 14 12314 15 12832 17 13349 20 13867 21 14385 22 14903 23 15422 23 15940 24 16459 24 16978 24 17497 24 18016 22 18534 23 19053 23 19572 21 20090 22 20609 22 21128 21 21647 20 22166 18 22685 18 23205 16 23725 14 24245 11 24767 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,98991 1 99506 8 100024 9 100542 11 101060 12 101578 14 102097 15 102616 17 103135 17 103654 17 104172 18 104691 18 105210 17 105729 16 106248 16 106767 16 107285 17 107804 16 108323 15 108842 14 109361 14 109880 13 110399 13 110918 13 111436 14 111955 14 112474 14 112992 15 113511 15 114030 13 114549 11 115069 9 115590 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,91220 7 91736 12 92255 14 92773 16 93292 18 93811 19 94330 19 94848 20 95367 20 95887 19 96406 19 96925 19 97444 19 97964 18 98483 18 99002 18 99521 18 100041 15 100560 15 101080 14 101600 12 102119 11 102638 10 103161 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,397 24 916 23 1436 22 1955 22 2474 22 2994 22 3513 21 4032 21 4551 21 5070 21 5591 19 6110 19 6631 16 7151 14 7673 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46606 4 47121 12 47640 13 48155 19 48673 21 49191 24 49709 26 50227 28 50746 29 51265 29 51784 29 52301 31 52820 31 53340 29 53860 29 54379 28 54898 27 55417 27 55936 27 56456 21 56978 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,115114 5 115632 9 116150 11 116668 12 117186 13 117705 13 118224 13 118743 13 119261 14 119779 15 120298 14 120817 13 121335 14 121853 15 122371 16 122889 17 123408 17 123927 17 124446 15 124965 16 125484 15 126002 16 126520 17 127039 16 127558 15 128077 15 128596 14 129115 13 129635 10 130155 9 130676 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21178 10 21695 14 22213 16 22730 19 23249 19 23766 21 24285 21 24804 21 25323 22 25842 22 26361 21 26878 23 27397 23 27916 23 28435 23 28953 24 29471 25 29990 25 30509 24 31028 24 31547 24 32066 23 32585 22 33104 21 33623 20 34142 17 34663 13 35183 11 35704 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127075 7 127591 15 128108 21 128626 27 129145 29 129663 31 130181 32 130700 32 131220 31
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,67390 5 67905 23 68422 28 68941 29 69460 30 69979 32 70498 32 71017 32 71536 32 72055 32 72574 31 73094 29 73614 26 74134 21 74656 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109439 2 109954 10 110472 12 110991 14 111509 17 112028 18 112546 20 113065 21 113584 22 114103 23 114622 23 115141 23 115660 23 116180 23 116699 24 117219 23 117739 22 118260 20 118780 19 119300 18 119820 17 120341 15 120861 14 121381 13 121901 12 122423 9 122944 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80915 11 81432 15 81949 17 82468 19 82987 20 83506 21 84025 23 84544 23 85063 26 85582 27 86101 29 86620 32 87139 33 87658 35 88177 35 88697 35 89217 35 89737 34 90257 33 90777 32 91297 31 91820 26 92337 29 92856 28 93373 17 93393 8 93890 19 94407 21 94910 4 94921 26 95425 41 95944 41 96462 42 96980 43 97499 44 98019 42 98539 41 99058 41 99578 40 100098 37 100620 34 101141 30 101663 25 102185 20 102710 7 102718 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,450 21 969 20 1488 19 2007 19 2527 18 3045 21 3565 19 4085 18 4604 18 5123 17 5642 17 6162 16 6680 16 7200 14 7720 11 8242 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26421 10 26937 16 27454 19 27971 21 28002 6 28490 25 28518 11 29008 27 29036 13 29526 23 29552 17 30044 25 30070 18 30562 46 31081 46 31600 47 32119 47 32638 47 33156 49 33675 50 34193 51 34712 50 35231 50 35750 50 36269 49 36788 48 37307 50 37826 51 38345 51 38864 48 39384 47 39904 17 39924 25 40425 13 40443 23 40948 7 40962 23 41481 23 42003 17 42525 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51356 5 51875 7 52394 8 52912 10 53430 11 53949 11 54468 10 54987 11 55506 12 56024 13 56542 14 57063 13 57582 13 58101 13 58620 13 59139 13 59658 13 60177 13 60696 13 61215 13 61734 13 62253 13 62776 9 63297 6 63819 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,500 14 1019 13 1540 10 2065 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45152 1 45669 3 46187 4 46704 6 47223 6 47742 6 48260 7 48779 7 49298 7 49817 7 50337 6 50856 6 51375 6 51894 6 52412 7 52932 6 53451 6 53972 4 54490 5 55012 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1537 1 1793 2 2049 3 2080 3 2086 4 2305 3 2335 5 2341 7 2561 4 2591 15 2817 4 2833 7 2847 15 3073 5 3089 7 3103 16 3329 6 3344 9 3359 17 3585 7 3598 12 3616 16 3841 8 3852 15 3871 18 4097 48 4353 49 4609 49 4865 48 5121 49 5377 49 5633 5 5641 40 5889 5 5897 40 6145 4 6153 40 6401 3 6410 39 6657 2 6666 38 6913 1 6923 36 7180 18 7199 15 7437 15 7458 4 7466 2 7694 12 7950 11 8207 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12801 1 13057 3 13313 3 13569 4 13825 7 14081 7 14337 8 14593 8 14849 8 15105 8 15361 8 15617 8 15873 8 16129 8 16385 9 16641 10 16897 9 17153 8 17409 8 17665 5 17921 4 18177 4 18433 3 18689 3 18945 2 19201 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33793 1 34049 2 34305 3 34561 4 34817 4 35073 5 35329 6 35585 6 35841 6 36097 6 36353 6 36609 5 36865 5 37121 5 37377 4 37633 4 37889 3 38145 2 38401 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 2 43265 7 43521 9 43777 9 44033 9 44289 11 44545 11 44801 12 45057 12 45314 11
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50177 3 50433 5 50689 6 50945 6 51201 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52481 1 52737 1 52993 2 53249 2 53505 3 53761 3 54017 4 54273 4 54529 4 54785 4 55041 4 55297 5 55553 5 55809 5 56065 4 56321 4 56577 4 56833 3 57089 3 57345 2 57601 2 57857 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59393 2 59649 3 59905 3 60161 3 60417 3 60673 2 60929 3 61185 4 61441 4 61697 5 61953 5 62209 5 62465 5 62721 4 62977 4 63233 4 63489 4 63745 4 64001 4 64257 3 64513 3 64769 3 65025 2 65281 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51724 3 51979 6 52234 7 52489 9 52745 9 53000 10 53256 11 53512 10 53769 9 54025 8 54282 7 54538 7 54794 7 55052 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36649 4 36904 6 37159 8 37413 11 37669 11 37924 12 38180 12 38427 1 38436 12 38679 7 38691 13 38933 11 38947 13 39187 13 39202 14 39440 32 39695 33 39951 32 40207 31 40463 30 40719 30 40975 30 41231 29 41486 29 41742 26 41999 23 42255 23 42511 23 42768 23 43024 24 43280 24 43536 23 43793 21 44050 19 44307 18 44564 16 44822 10 45079 8 45335 7 45593 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51733 2 51989 3 52246 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9766 5 10020 9 10276 10 10531 13 10785 17 11040 18 11296 18 11551 19 11806 20 12060 23 12316 25 12571 26 12827 26 13083 26 13338 26 13593 5 13599 20 13849 5 13855 20 14105 5 14111 19 14361 5 14367 20 14617 5 14623 20 14873 5 14880 18 15129 5 15136 17 15385 5 15392 17 15642 3 15648 16 15905 13 16161 12 16417 11 16674 9 16931 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51747 3 52000 9 52256 9 52511 12 52766 13 53021 16 53275 19 53531 19 53786 20 54042 20 54298 21 54554 21 54809 23 55066 22 55322 23 55578 24 55834 24 56090 24 56346 25 56603 24 56860 2 56864 20 57121 19 57377 20 57633 21 57891 19 58146 20 58403 19 58659 3 58663 16 58915 3 58919 17 59170 22 59426 22 59681 24 59937 24 60193 24 60450 23 60705 24 60961 23 61218 21 61474 22 61728 24 61985 23 62241 22 62498 20 62753 19 63008 6 63015 13 63264 19 63520 20 63776 20 64033 19 64289 19 64546 20 64802 21 65058 21 65315 20
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28710 1 28963 6 29218 8 29474 9 29729 10 29985 11 30241 11 30497 12 30753 13 31008 14 31265 13 31521 13 31777 13 32034 12 32290 11 32547 10 32804 9 33062 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46133 2 46386 8 46641 11 46896 14 47151 15 47405 18 47660 20 47915 22 48171 21 48424 24 48681 5 48687 16 48938 4 48943 15 49195 3 49199 15 49451 3 49455 15 49708 1 49711 15 49967 14 50223 14 50479 14 50736 13 50992 13 51248 13 51504 13 51760 12 52017 11 52274 10 52532 8 52791 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20272 6 20526 10 20780 16 21035 17 21291 17 21547 18 21802 18 22058 18 22315 17 22571 17 22827 17 23083 16 23339 14 23599 7 23858 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,50219 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37952 5 38206 8 38462 9 38717 10 38973 11 39228 13 39483 15 39738 15 39993 16 40248 17 40504 17 40759 17 41015 17 41271 17 41526 18 41782 18 42038 17 42295 16 42551 14 42807 15 43063 14 43320 12 43578 8 43837 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,64835 1 65084 10 65337 14
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25925 5 26179 9 26434 12 26690 12 26946 13 27203 13 27459 13 27715 12 27968 16 28224 16 28481 1 28483 13 28739 12 28995 12 29251 11 29507 10 29767 3 29771 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27000 5 27007 1 27253 13 27508 17 27763 18 28019 19 28274 21 28530 21 28785 22 29041 22 29297 21 29553 21 29810 20 30066 20 30322 18 30579 16 30836 14 31093 12 31351 8 31607 6 31867 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5241 4 5496 7 5751 10 6006 13 6262 14 6517 16 6773 17 7029 17 7286 16 7542 15 7798 15 8054 15 8310 15 8566 15 8823 14 9079 12 9336 10 9594 8 9851 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20110 4 20364 9 20617 13 20872 15 21127 18 21383 18 21638 19 21894 19 22149 20 22405 20 22660 21 22916 21 23172 20 23428 20 23684 19 23941 17 24199 14 24456 12 24713 9
